# time (s)	h_+ (strain)	h_x (strain)
-1.052856445	-1.161717593411064910e-20	4.800120486238496082e-21
-1.052795410	-1.169342356583965735e-20	4.623314244918110729e-21
-1.052734375	-1.176607902132217266e-20	4.443676228303006810e-21
-1.052673340	-1.183687777416009565e-20	4.264516060656520896e-21
-1.052612305	-1.190404957707738508e-20	4.082611707550945215e-21
-1.052551270	-1.196932647251076717e-20	3.901264630669960774e-21
-1.052490234	-1.203094419445155377e-20	3.717262110131225431e-21
-1.052429199	-1.209063137241863426e-20	3.533897406375558493e-21
-1.052368164	-1.214662973917888143e-20	3.347967074630422226e-21
-1.052307129	-1.220066452839561866e-20	3.162756134831743073e-21
-1.052246094	-1.225098348791469789e-20	2.975070377382709305e-21
-1.052185059	-1.229930847144200687e-20	2.788186541852531196e-21
-1.052124023	-1.234389325686150196e-20	2.598919613403356542e-21
-1.052062988	-1.238645633270869669e-20	2.410538010997877345e-21
-1.052001953	-1.242525752067271059e-20	2.219865873517104220e-21
-1.051940918	-1.246201195755762954e-20	2.030163258658838760e-21
-1.051879883	-1.249498552143933106e-20	1.838263417553135318e-21
-1.051818848	-1.252589000947336661e-20	1.647418005536011494e-21
-1.051757812	-1.255299736749818989e-20	1.454469344277561597e-21
-1.051696777	-1.257801606397705425e-20	1.262660645151511135e-21
-1.051635742	-1.259922412246433991e-20	1.068843258234078918e-21
-1.051574707	-1.261832669243703906e-20	8.762519091069308752e-22
-1.051513672	-1.263360788385552521e-20	6.817469336855412908e-22
-1.051452637	-1.264676953546241693e-20	4.885545297103660496e-22
-1.051391602	-1.265610185117724124e-20	2.935439762620171671e-22
-1.051330566	-1.266330336611177692e-20	9.993290074232079349e-23
-1.051269531	-1.266667038421877457e-20	-9.540051764142284667e-23
-1.051208496	-1.266789814267078965e-20	-2.892472644030260821e-22
-1.051147461	-1.266528905032501485e-20	-4.847203033606581089e-22
-1.051086426	-1.266053505084828512e-20	-6.786192757904989496e-22
-1.051025391	-1.265194466147533088e-20	-8.740483318614919712e-22
-1.050964355	-1.264120653551781712e-20	-1.067815811530131383e-21
-1.050903320	-1.262663530078330131e-20	-1.263017094845618140e-21
-1.050842285	-1.260991632193703874e-20	-1.456469263473032824e-21
-1.050781250	-1.258937033824859474e-20	-1.651258970826352949e-21
-1.050720215	-1.256667942622305502e-20	-1.844212083402821096e-21
-1.050659180	-1.254017043612420394e-20	-2.038406571579598974e-21
-1.050598145	-1.251152215540239481e-20	-2.230677129832916371e-21
-1.050537109	-1.247906754346383579e-20	-2.424093089058825350e-21
-1.050476074	-1.244448209652836305e-20	-2.615498014738118793e-21
-1.050415039	-1.240610488008292164e-20	-2.807952641877839325e-21
-1.050354004	-1.236560809548969207e-20	-2.998309450034587423e-21
-1.050292969	-1.232133690985975290e-20	-3.189620621681462664e-21
-1.050231934	-1.227496022489958984e-20	-3.378747593417455358e-21
-1.050170898	-1.222482930349233988e-20	-3.568734038542776860e-21
-1.050109863	-1.217260974148593176e-20	-3.756450393399942243e-21
-1.050048828	-1.211665889050202115e-20	-3.944931865297176773e-21
-1.049987793	-1.205863903296137757e-20	-4.131057932968740292e-21
-1.049926758	-1.199691360076669171e-20	-4.317855380627350370e-21
-1.049865723	-1.193314155410680752e-20	-4.502212771747587014e-21
-1.049804688	-1.186569239544454651e-20	-4.687148510155649209e-21
-1.049743652	-1.179622175259247252e-20	-4.869560286187879181e-21
-1.049682617	-1.172310518749739442e-20	-5.052458165704670844e-21
-1.049621582	-1.164799498413352620e-20	-5.232749007642376841e-21
-1.049560547	-1.156927275166256048e-20	-5.413434581980266876e-21
-1.049499512	-1.148858741743920717e-20	-5.591430957757260513e-21
-1.049438477	-1.140432662420268316e-20	-5.769731650721504737e-21
-1.049377441	-1.131813592870409524e-20	-5.945261981112576178e-21
-1.049316406	-1.122840899229543804e-20	-6.121007251733818810e-21
-1.049255371	-1.113678798589822233e-20	-6.293902074613034583e-21
-1.049194336	-1.104167257330501825e-20	-6.466923580546885061e-21
-1.049133301	-1.094470152299980264e-20	-6.637015713453285354e-21
-1.049072266	-1.084428048389657947e-20	-6.807147472489339122e-21
-1.049011230	-1.074204480418842106e-20	-6.974272173211455022e-21
-1.048950195	-1.063640609920921506e-20	-7.141350722884517989e-21
-1.048889160	-1.052899627793517221e-20	-7.305345847806064367e-21
-1.048828125	-1.041823290224568256e-20	-7.469210402698565040e-21
-1.048767090	-1.030574442162919509e-20	-7.629916563125125408e-21
-1.048706055	-1.018995432345102174e-20	-7.790409169935463318e-21
-1.048645020	-1.007248757627500963e-20	-7.947669885876595425e-21
-1.048583984	-9.951773570714016568e-21	-8.104635575949601402e-21
-1.048522949	-9.829433771821359669e-21	-8.258297427367791231e-21
-1.048461914	-9.703903450037273818e-21	-8.411584366666519023e-21
-1.048400879	-9.576800543121423832e-21	-8.561497142116258992e-21
-1.048339844	-9.446566176759525941e-21	-8.710956778396067227e-21
-1.048278809	-9.314814736597453366e-21	-8.856973620675021082e-21
-1.048217773	-9.179993177866541730e-21	-9.002460827770003145e-21
-1.048156738	-9.043712308022184456e-21	-9.144438376797173286e-21
-1.048095703	-8.904424885110000688e-21	-9.285811595788939945e-21
-1.048034668	-8.763738111345657334e-21	-9.423610128149648872e-21
-1.047973633	-8.620110519692250709e-21	-9.560731505491620408e-21
-1.047912598	-8.475145678916832948e-21	-9.694215070930666575e-21
-1.047851562	-8.327307868052502066e-21	-9.826950593088468993e-21
-1.047790527	-8.178196993231822031e-21	-9.955987147474398218e-21
-1.047729492	-8.026283049559716077e-21	-1.008420677228254889e-20
-1.047668457	-7.873162250375244301e-21	-1.020866830711075281e-20
-1.047607422	-7.717310275887030703e-21	-1.033224609144259262e-20
-1.047546387	-7.560319615449603233e-21	-1.045200875969204397e-20
-1.047485352	-7.400671602524974949e-21	-1.057082298341235978e-20
-1.047424316	-7.239954970275226881e-21	-1.068576722170221497e-20
-1.047363281	-7.076656672554522786e-21	-1.079970050790100584e-20
-1.047302246	-6.912361653286677594e-21	-1.090971115465272047e-20
-1.047241211	-6.745562452920569100e-21	-1.101865058585369191e-20
-1.047180176	-6.577840192206093902e-21	-1.112361699548688219e-20
-1.047119141	-6.407692963560942819e-21	-1.122745422583006083e-20
-1.047058105	-6.236698029612306444e-21	-1.132727037897858123e-20
-1.046997070	-6.063358999304583017e-21	-1.142590174218487202e-20
-1.046936035	-5.889249241521359013e-21	-1.152046635145299892e-20
-1.046875000	-5.712877845342454963e-21	-1.161379296464029525e-20
-1.046813965	-5.535814249422999495e-21	-1.170300957621681300e-20
-1.046752930	-5.356572985940475049e-21	-1.179093743916320845e-20
-1.046691895	-5.176719526024637086e-21	-1.187471452997041345e-20
-1.046630859	-4.994773807078135423e-21	-1.195715462005876241e-20
-1.046569824	-4.812297294746525007e-21	-1.203540569030486229e-20
-1.046508789	-4.627815293092248121e-21	-1.211227405278447798e-20
-1.046447754	-4.442885223586538189e-21	-1.218491771398318817e-20
-1.046386719	-4.256037717661756319e-21	-1.225613554764771311e-20
-1.046325684	-4.068826113301227755e-21	-1.232309560584538144e-20
-1.046264648	-3.879786329438243683e-21	-1.238858934389038923e-20
-1.046203613	-3.690467580506561192e-21	-1.244979487824176046e-20
-1.046142578	-3.499411032458678193e-21	-1.250949626431481668e-20
-1.046081543	-3.308161735669549560e-21	-1.256488170058712382e-20
-1.046020508	-3.115266061974430669e-21	-1.261872785999155112e-20
-1.045959473	-2.922264856542721198e-21	-1.266823303930405770e-20
-1.045898438	-2.727709655513875477e-21	-1.271616654508832176e-20
-1.045837402	-2.533137057220156212e-21	-1.275973678749538980e-20
-1.045776367	-2.337103720007379316e-21	-1.280170572160146686e-20
-1.045715332	-2.141141953192491778e-21	-1.283929188472258591e-20
-1.045654297	-1.943813494798599945e-21	-1.287524989394840875e-20
-1.045593262	-1.746646322601411639e-21	-1.290680842632362193e-20
-1.045532227	-1.548207211243241672e-21	-1.293671477320541329e-20
-1.045471191	-1.350019764030549220e-21	-1.296220776248680000e-20
-1.045410156	-1.150655748920208409e-21	-1.298602737077625949e-20
-1.045349121	-9.516343513891754081e-22	-1.300542258670513585e-20
-1.045288086	-7.515322890461439441e-22	-1.302312608171648207e-20
-1.045227051	-5.518642858952913960e-22	-1.303639701379606067e-20
-1.045166016	-3.512119651308849795e-22	-1.304796075743037935e-20
-1.045104980	-1.510855454713128858e-22	-1.305508664714054813e-20
-1.045043945	4.992848860818217779e-23	-1.306049276744299981e-20
-1.044982910	2.503244677781529510e-22	-1.306145863514694768e-20
-1.044921875	4.515110906769502535e-22	-1.306069505051465693e-20
-1.044860840	6.519872818851252328e-22	-1.305549171712282611e-20
-1.044799805	8.531569677046168095e-22	-1.304855215504359002e-20
-1.044738770	1.053523711041903324e-21	-1.303717625784557255e-20
-1.044677734	1.254486710673736200e-21	-1.302406026827215625e-20
-1.044616699	1.454554212440195642e-21	-1.300651427166315474e-20
-1.044555664	1.655120732497417394e-21	-1.298722723486847356e-20
-1.044494629	1.854699244213471161e-21	-1.296351943535395057e-20
-1.044433594	2.054679626038782269e-21	-1.293807256425703363e-20
-1.044372559	2.253579623614696426e-21	-1.290821709012266140e-20
-1.044311523	2.452784522513104680e-21	-1.287662742710218253e-20
-1.044250488	2.650816885372684127e-21	-1.284064423251315477e-20
-1.044189453	2.849057449763318884e-21	-1.280293464082021638e-20
-1.044128418	3.046033639931280447e-21	-1.276084949439984574e-20
-1.044067383	3.243121690246840090e-21	-1.271704864396687241e-20
-1.044006348	3.438853931033341624e-21	-1.266889311187037458e-20
-1.043945312	3.634602138185480430e-21	-1.261903545969927211e-20
-1.043884277	3.828903592458659279e-21	-1.256484688323653027e-20
-1.043823242	4.023125655754826932e-21	-1.250897264823373872e-20
-1.043762207	4.215810603513236524e-21	-1.244879411602272182e-20
-1.043701172	4.408321427864593341e-21	-1.238694924836615025e-20
-1.043640137	4.599205442935627191e-21	-1.232082956300266104e-20
-1.043579102	4.789821315161458980e-21	-1.225306570815773876e-20
-1.043518066	4.978721441037439566e-21	-1.218105934741349257e-20
-1.043457031	5.167260205047215730e-21	-1.210743380457354799e-20
-1.043395996	5.353995129377632646e-21	-1.202960087721406690e-20
-1.043334961	5.540276360093319540e-21	-1.195017655257610847e-20
-1.043273926	5.724666588114688577e-21	-1.186658274886537944e-20
-1.043212891	5.908511764057243867e-21	-1.178142810327421375e-20
-1.043151855	6.090379790271892544e-21	-1.169214464008808367e-20
-1.043090820	6.271612464542075664e-21	-1.160133363157630387e-20
-1.043029785	6.450782942874065841e-21	-1.150643719224229159e-20
-1.042968750	6.629228912402379098e-21	-1.141004921324032997e-20
-1.042907715	6.805528824505102604e-21	-1.130962188213376763e-20
-1.042846680	6.981016297397408862e-21	-1.120774169149337368e-20
-1.042785645	7.154275119003704026e-21	-1.110187088344601810e-20
-1.042724609	7.326634879800460408e-21	-1.099458853330973137e-20
-1.042663574	7.496684744984153866e-21	-1.088336691794546244e-20
-1.042602539	7.665750317752859921e-21	-1.077077767540096508e-20
-1.042541504	7.832426180687664773e-21	-1.065430309639198683e-20
-1.042480469	7.998033989770809912e-21	-1.053650736037635750e-20
-1.042419434	8.161173784343593482e-21	-1.041488274962606789e-20
-1.042358398	8.323163312448044704e-21	-1.029198596257500043e-20
-1.042297363	8.482608108987125457e-21	-1.016531924964109981e-20
-1.042236328	8.640822052751569994e-21	-1.003743180451485184e-20
-1.042175293	8.796416212226713815e-21	-9.905835821044061166e-21
-1.042114258	8.950700634807611766e-21	-9.773072963347787378e-21
-1.042053223	9.102291959918682393e-21	-9.636665342909625079e-21
-1.041992188	9.252496440746552799e-21	-9.499147068211021757e-21
-1.041931152	9.399936324162778993e-21	-9.358050141328332394e-21
-1.041870117	9.545914105448846266e-21	-9.215901087971645491e-21
-1.041809082	9.689057674698255838e-21	-9.070241772684240871e-21
-1.041748047	9.830665804748121009e-21	-8.923591110084415348e-21
-1.041687012	9.969372063810878151e-21	-8.773500798004703446e-21
-1.041625977	1.010647153693561959e-20	-8.622482110535107205e-21
-1.041564941	1.024060350441027821e-20	-8.468096548498041982e-21
-1.041503906	1.037305939724258894e-20	-8.312847715012943193e-21
-1.041442871	1.050248424088461620e-20	-8.154306882516023969e-21
-1.041381836	1.063016584506631317e-20	-7.994969951640379935e-21
-1.041320801	1.075475501252319177e-20	-7.832417934095950816e-21
-1.041259766	1.087753596356596850e-20	-7.669138995505109769e-21
-1.041198730	1.099716530933839261e-20	-7.502723853464540489e-21
-1.041137695	1.111492371155607504e-20	-7.335652905100532130e-21
-1.041076660	1.122947361990568963e-20	-7.165526539569146286e-21
-1.041015625	1.134209216733386948e-20	-6.994817351040940748e-21
-1.040954590	1.145144767113468518e-20	-6.821135364912628537e-21
-1.040893555	1.155881376415584115e-20	-6.646945337054797058e-21
-1.040832520	1.166286465933928845e-20	-6.469866893026918817e-21
-1.040771484	1.176487051719825867e-20	-6.292356914102463799e-21
-1.040710449	1.186351147317880973e-20	-6.112044588854305003e-21
-1.040649414	1.196005424190943525e-20	-5.931378886906653334e-21
-1.040588379	1.205318490717489880e-20	-5.747998522039341131e-21
-1.040527344	1.214416676317118550e-20	-5.564344514250909731e-21
-1.040466309	1.223169186660585109e-20	-5.378065063826125153e-21
-1.040405273	1.231702011549773250e-20	-5.191593202457485173e-21
-1.040344238	1.239884956292675296e-20	-5.002586577428741553e-21
-1.040283203	1.247843673371572417e-20	-4.813470192716502967e-21
-1.040222168	1.255448569965419130e-20	-4.621911102445418788e-21
-1.040161133	1.262824963415281546e-20	-4.430326242628288618e-21
-1.040100098	1.269843864872625252e-20	-4.236392033443725092e-21
-1.040039062	1.276630258603228896e-20	-4.042517302032742700e-21
-1.039978027	1.283055761700964451e-20	-3.846387793094346593e-21
-1.039916992	1.289245027294577191e-20	-3.650404183459048960e-21
-1.039855957	1.295070280270842159e-20	-3.452261500144953802e-21
-1.039794922	1.300655844425079975e-20	-3.254352227642692163e-21
-1.039733887	1.305874554167526944e-20	-3.054380632539645059e-21
-1.039672852	1.310850405630309877e-20	-2.854730964278082597e-21
-1.039611816	1.315456844337416654e-20	-2.653116685815765264e-21
-1.039550781	1.319817540306484941e-20	-2.451913768366942922e-21
-1.039489746	1.323806551633563529e-20	-2.248844827502344321e-21
-1.039428711	1.327547223637780750e-20	-2.046277512574841835e-21
-1.039367676	1.330914228314874678e-20	-1.841943547495637325e-21
-1.039306641	1.334030587558815760e-20	-1.638202215671653137e-21
-1.039245605	1.336771588459087458e-20	-1.432794304735299385e-21
-1.039184570	1.339259930624844854e-20	-1.228070687625843920e-21
-1.039123535	1.341371517292217581e-20	-1.021781170740367788e-21
-1.039062500	1.343228726799819508e-20	-8.162681717048384581e-22
-1.039001465	1.344708079444859935e-20	-6.092904702317815979e-22
-1.038940430	1.345931633155806124e-20	-4.031819835429572497e-22
-1.038879395	1.346776526078794426e-20	-1.957104190238964878e-22
-1.038818359	1.347364496453731115e-20	1.079885200043188201e-23
-1.038757324	1.347573300916068147e-20	2.185692402758712090e-22
-1.038696289	1.347524358611946434e-20	4.252839661090615719e-22
-1.038635254	1.347096045155400246e-20	6.331576044981632712e-22
-1.038574219	1.346409461049618837e-20	8.398820131374762962e-22
-1.038513184	1.345343601251791009e-20	1.047662977623236636e-21
-1.038452148	1.344019247918708452e-20	1.254201039038800636e-21
-1.038391113	1.342316015573007889e-20	1.461693239897853471e-21
-1.038330078	1.340354368191332128e-20	1.667848850852731975e-21
-1.038269043	1.338014539929948398e-20	1.874856217791016052e-21
-1.038208008	1.335416676607692914e-20	2.080433387052624341e-21
-1.038146973	1.332441631949630893e-20	2.286760054375458543e-21
-1.038085938	1.329209233500800722e-20	2.491563087997511355e-21
-1.038024902	1.325600954338620268e-20	2.697013580036239932e-21
-1.037963867	1.321736303470729862e-20	2.900847266687998800e-21
-1.037902832	1.317497372980811617e-20	3.105226682919522988e-21
-1.037841797	1.313003352928396627e-20	3.307896478962509022e-21
-1.037780762	1.308136953913555922e-20	3.511010678931975088e-21
-1.037719727	1.303017046499846279e-20	3.712322893121957483e-21
-1.037658691	1.297526959160110147e-20	3.913978680933236745e-21
-1.037597656	1.291785242282840469e-20	4.113740658483659652e-21
-1.037536621	1.285675841431263133e-20	4.313745966572706226e-21
-1.037475586	1.279316985983723425e-20	4.511766272627845938e-21
-1.037414551	1.272593237683539285e-20	4.709930344658701619e-21
-1.037353516	1.265622503922105558e-20	4.906018946758667881e-21
-1.037292480	1.258289961566803321e-20	5.102152519642678381e-21
-1.037231445	1.250713194906837755e-20	5.296120969139078798e-21
-1.037170410	1.242777994737302103e-20	5.490036453805106057e-21
-1.037109375	1.234601620998605579e-20	5.681698065980261726e-21
-1.037048340	1.226070477068537682e-20	5.873209726906192989e-21
-1.036987305	1.217301497152237704e-20	6.062379759705555930e-21
-1.036926270	1.208181695738903701e-20	6.251303892763309088e-21
-1.036865234	1.198827679773153984e-20	6.437799723925029739e-21
-1.036804199	1.189127073239671939e-20	6.623954832739490045e-21
-1.036743164	1.179196154159624227e-20	6.807596135143971097e-21
-1.036682129	1.168923154277136980e-20	6.990803105379573109e-21
-1.036621094	1.158424020889596294e-20	7.171412020522631916e-21
-1.036560059	1.147587591611281016e-20	7.351494292426628767e-21
-1.036499023	1.136529481096337405e-20	7.528895601616962887e-21
-1.036437988	1.125139130824622030e-20	7.705679340104920055e-21
-1.036376953	1.113531820731951104e-20	7.879700633703148796e-21
-1.036315918	1.101597594026068916e-20	8.053014896240493929e-21
-1.036254883	1.089451393746799704e-20	8.223486740109597772e-21
-1.036193848	1.076983862545046887e-20	8.393163642169875179e-21
-1.036132812	1.064309604250715392e-20	8.559919741769386315e-21
-1.036071777	1.051319858572348497e-20	8.725794619361715519e-21
-1.036010742	1.038128887676568201e-20	8.888671981132209206e-21
-1.035949707	1.024628525805576948e-20	9.050583550769483539e-21
-1.035888672	1.010932690906586334e-20	9.209422640369949468e-21
-1.035827637	9.969338091080897141e-21	9.367213155906038308e-21
-1.035766602	9.827454514505541212e-21	9.521858053598642778e-21
-1.035705566	9.682606331937612102e-21	9.675373459948175253e-21
-1.035644531	9.535925756549486840e-21	9.825672012822421841e-21
-1.035583496	9.386348803431767803e-21	9.974762096466951783e-21
-1.035522461	9.235004159423111344e-21	1.012056606702796916e-20
-1.035461426	9.080833672104022690e-21	1.026508460304900226e-20
-1.035400391	8.924962471583851415e-21	1.040624981460316696e-20
-1.035339355	8.766338206931148779e-21	1.054605471008943824e-20
-1.035278320	8.606082420031285382e-21	1.068244118835916509e-20
-1.035217285	8.443148529225629725e-21	1.081739462222757899e-20
-1.035156250	8.278654455688945004e-21	1.094886673311278455e-20
-1.035095215	8.111559353837067138e-21	1.107883529193373355e-20
-1.035034180	7.942977490486446525e-21	1.120526187552990117e-20
-1.034973145	7.771873721864394643e-21	1.133011668549754820e-20
-1.034912109	7.599358625834171353e-21	1.145137118594002302e-20
-1.034851074	7.424402725105015904e-21	1.157098804068195225e-20
-1.034790039	7.248112873047234577e-21	1.168694863178674213e-20
-1.034729004	7.069465222629404923e-21	1.180120811588758664e-20
-1.034667969	6.889562866091757832e-21	1.191175782266035121e-20
-1.034606934	6.707387549492188544e-21	1.202054543087001646e-20
-1.034545898	6.524038566531240243e-21	1.212557224636731931e-20
-1.034484863	6.338503218208009690e-21	1.222877849838300889e-20
-1.034423828	6.151876961264968035e-21	1.232817549622849417e-20
-1.034362793	5.963152612803472336e-21	1.242569604672495778e-20
-1.034301758	5.773421753263869247e-21	1.251936148894324969e-20
-1.034240723	5.581682676051270399e-21	1.261109723303312582e-20
-1.034179688	5.389023045414473288e-21	1.269893467293058976e-20
-1.034118652	5.194446590299937537e-21	1.278479184690263911e-20
-1.034057617	4.999037017913171845e-21	1.286671022733799322e-20
-1.033996582	4.801803451564829743e-21	1.294660050411891586e-20
-1.033935547	4.603825599743082608e-21	1.302251425074808619e-20
-1.033874512	4.404117937981766570e-21	1.309635483079380014e-20
-1.033813477	4.203756133851014088e-21	1.316618394013541465e-20
-1.033752441	4.001759972301998558e-21	1.323389763694202640e-20
-1.033691406	3.799201037070794466e-21	1.329756775939765247e-20
-1.033630371	3.595104379115937524e-21	1.335908307990635996e-20
-1.033569336	3.390537454730517720e-21	1.341652559757672279e-20
-1.033508301	3.184530536895840381e-21	1.347177681729357539e-20
-1.033447266	2.978146910294591876e-21	1.352292891642951475e-20
-1.033386230	2.770422025319961590e-21	1.357185614925053296e-20
-1.033325195	2.562414950326826236e-21	1.361666088732293570e-20
-1.033264160	2.353166268042419950e-21	1.365921014979390134e-20
-1.033203125	2.143730785341889883e-21	1.369761651706052984e-20
-1.033142090	1.933154171612827494e-21	1.373373978734533171e-20
-1.033081055	1.722486926601422257e-21	1.376570276299572625e-20
-1.033020020	1.510779760339721844e-21	1.379535803414270439e-20
-1.032958984	1.299078819280206639e-21	1.382083863681340866e-20
-1.032897949	1.086439807783726485e-21	1.384398996436793865e-20
-1.032836914	8.739044725098514857e-22	1.386295529700983039e-20
-1.032775879	6.605334652748302962e-22	1.387957284116833468e-20
-1.032714844	4.473640862586081989e-22	1.389199613014164341e-20
-1.032653809	2.334618875992000595e-22	1.390205619201343365e-20
-1.032592773	1.985967587598079829e-23	1.390791682060237328e-20
-1.032531738	-1.943721437287199320e-22	1.391140187272959133e-20
-1.032470703	-4.082053056482557578e-22	1.391068540884927286e-20
-1.032409668	-6.225645992577602642e-22	1.390758412001788186e-20
-1.032348633	-8.364263474373451511e-22	1.390028233794124668e-20
-1.032287598	-1.050710581910680106e-21	1.389058959213232621e-20
-1.032226562	-1.264398261750731284e-21	1.387670048866134325e-20
-1.032165527	-1.478404708917013652e-21	1.386041739813962493e-20
-1.032104492	-1.691715566464061419e-21	1.383994520264558175e-20
-1.032043457	-1.905241494500417672e-21	1.381707911509371068e-20
-1.031982422	-2.117972867932732246e-21	1.379003429386622811e-20
-1.031921387	-2.330815733137358226e-21	1.376059879389232965e-20
-1.031860352	-2.542765244723888920e-21	1.372699804851316673e-20
-1.031799316	-2.754722883320378972e-21	1.369101295297471569e-20
-1.031738281	-2.965688631146630281e-21	1.365087921282336235e-20
-1.031677246	-3.176559451002525767e-21	1.360837056037158015e-20
-1.031616211	-3.386340200505569269e-21	1.356173296923318902e-20
-1.031555176	-3.595923372591476052e-21	1.351273300407017186e-20
-1.031494141	-3.804318747910546248e-21	1.345962690080074427e-20
-1.031433105	-4.012414397218812903e-21	1.340417405031668403e-20
-1.031372070	-4.219225071754706212e-21	1.334464094371917551e-20
-1.031311035	-4.425634467664260456e-21	1.328277979046921240e-20
-1.031250000	-4.630662354077265440e-21	1.321686732823977804e-20
-1.031188965	-4.835188099879145347e-21	1.314864857593878244e-20
-1.031127930	-5.038236539085043999e-21	1.307641050772009194e-20
-1.031066895	-5.240682760392485502e-21	1.300189094147591243e-20
-1.031005859	-5.441556709545838120e-21	1.292338707625158944e-20
-1.030944824	-5.641729241696530148e-21	1.284262951688073064e-20
-1.030883789	-5.840235460746764129e-21	1.275792567443314917e-20
-1.030822754	-6.037942034760364385e-21	1.267099892719403628e-20
-1.030761719	-6.233889271752915015e-21	1.258016688380356248e-20
-1.030700684	-6.428939698647005388e-21	1.248714568121715880e-20
-1.030639648	-6.622138873242568207e-21	1.239026310982265899e-20
-1.030578613	-6.814345226826950984e-21	1.229122804892004852e-20
-1.030517578	-7.004609612067812890e-21	1.218837845343545167e-20
-1.030456543	-7.193786409692566594e-21	1.208341592739395700e-20
-1.030395508	-7.380931811893616839e-21	1.197468857152657913e-20
-1.030334473	-7.566896193170760799e-21	1.186389069554043201e-20
-1.030273438	-7.750741129392912207e-21	1.174938052610580228e-20
-1.030212402	-7.933313032803568568e-21	1.163284505804774844e-20
-1.030151367	-8.113678906290483777e-21	1.151265262261526189e-20
-1.030090332	-8.292681243162049761e-21	1.139048287803147359e-20
-1.030029297	-8.469392516149525861e-21	1.126471423736466444e-20
-1.029968262	-8.644651342188618248e-21	1.113701899915101398e-20
-1.029907227	-8.817535706044175111e-21	1.100578563428612122e-20
-1.029846191	-8.988880390201331189e-21	1.087267905711942339e-20
-1.029785156	-9.157768932799638939e-21	1.073609777104577642e-20
-1.029724121	-9.325032323050994810e-21	1.059769928055868972e-20
-1.029663086	-9.489759693144841557e-21	1.045589209489892238e-20
-1.029602051	-9.652778279319397806e-21	1.031232628171699876e-20
-1.029541016	-9.813182847717632534e-21	1.016542032831281155e-20
-1.029479980	-9.971796921195712791e-21	1.001681683712797929e-20
-1.029418945	-1.012772093869046377e-20	9.864944244439498641e-21
-1.029357910	-1.028177474843286595e-20	9.711437658149276666e-21
-1.029296875	-1.043306450033155529e-20	9.554735433099246828e-21
-1.029235840	-1.058240640567298106e-20	9.396465152003896332e-21
-1.029174805	-1.072891236258813702e-20	9.235075056833730770e-21
-1.029113770	-1.087339498223731564e-20	9.072185173232023191e-21
-1.029052734	-1.101497194719197716e-20	8.906253597727703729e-21
-1.028991699	-1.115445230440847985e-20	8.738892765894754087e-21
-1.028930664	-1.129095955607766343e-20	8.568570595044273749e-21
-1.028869629	-1.142529921981738978e-20	8.396891896671883041e-21
-1.028808594	-1.155660065169889588e-20	8.222334374002509056e-21
-1.028747559	-1.168566587379425105e-20	8.046495179278743834e-21
-1.028686523	-1.181163012920119549e-20	7.867861765738479210e-21
-1.028625488	-1.193529197716250618e-20	7.688023590177638602e-21
-1.028564453	-1.205579257987153140e-20	7.505477818958373147e-21
-1.028503418	-1.217392706543027888e-20	7.321806176199811466e-21
-1.028442383	-1.228884254603065927e-20	7.135515503396613777e-21
-1.028381348	-1.240133074906716710e-20	6.948179753837113116e-21
-1.028320312	-1.251054476653390289e-20	6.758315405303326435e-21
-1.028259277	-1.261727295447996202e-20	6.567488601108395969e-21
-1.028198242	-1.272067441328271207e-20	6.374225415452599833e-21
-1.028137207	-1.282153415571477362e-20	6.180084141657580618e-21
-1.028076172	-1.291901731794251162e-20	5.983600409654063193e-21
-1.028015137	-1.301390559633324825e-20	5.786324621855950272e-21
-1.027954102	-1.310537018901125004e-20	5.586801922393961084e-21
-1.027893066	-1.319418950158530721e-20	5.386574780974919170e-21
-1.027832031	-1.327954081895985167e-20	5.184197813556709545e-21
-1.027770996	-1.336219928033947682e-20	4.981205514617982993e-21
-1.027709961	-1.344134828097477166e-20	4.776161928792041948e-21
-1.027648926	-1.351775971671298710e-20	4.570593532065418610e-21
-1.027587891	-1.359062311545477809e-20	4.363073753840276405e-21
-1.027526855	-1.366070715135913318e-20	4.155121007558198146e-21
-1.027465820	-1.372720750588443703e-20	3.945318062859193113e-21
-1.027404785	-1.379088965189235862e-20	3.735175225923099579e-21
-1.027343750	-1.385095544390419284e-20	3.523284561394407002e-21
-1.027282715	-1.390816717250749359e-20	3.311148222912716492e-21
-1.027221680	-1.396173288347542082e-20	3.097367524213285221e-21
-1.027160645	-1.401241170264405666e-20	2.883436420504827680e-21
-1.027099609	-1.405941788386827027e-20	2.667965428230018272e-21
-1.027038574	-1.410350740439401382e-20	2.452440257637481307e-21
-1.026977539	-1.414390074147330895e-20	2.235480580983321682e-21
-1.026916504	-1.418135073856046547e-20	2.018563816583364406e-21
-1.026855469	-1.421508411019974256e-20	1.800318745051039375e-21
-1.026794434	-1.424585057935458676e-20	1.582214445354090490e-21
-1.026733398	-1.427288311033561966e-20	1.362888758574284301e-21
-1.026672363	-1.429692831742052050e-20	1.143802376481496960e-21
-1.026611328	-1.431722542570557168e-20	9.236021523979548823e-22
-1.026550293	-1.433451795116273738e-20	7.037403426407785180e-22
-1.026489258	-1.434805138918334226e-20	4.828727641754404238e-22
-1.026428223	-1.435856616634170536e-20	2.624431892927256433e-22
-1.026367188	-1.436531405632106400e-20	4.111634966410192445e-23
-1.026306152	-1.436903240366695285e-20	-1.796725152522748295e-22
