# time (s)	h_+ (strain)	h_x (strain)
-1.463378906	3.632690734738736360e-21	2.122614103146732550e-21
-1.463317871	3.594797664821356891e-21	2.187786082111058741e-21
-1.463256836	3.566689189218125850e-21	2.232683479920576979e-21
-1.463195801	3.527122070622644312e-21	2.296841141103656134e-21
-1.463134766	3.497350902428011053e-21	2.340706353813451265e-21
-1.463073730	3.456141061785124396e-21	2.403798891393099267e-21
-1.463012695	3.424739302517957998e-21	2.446581590091273450e-21
-1.462951660	3.381919606201999695e-21	2.508559168926137529e-21
-1.462890625	3.348920882391378495e-21	2.550210018832090334e-21
-1.462829590	3.304525706615134389e-21	2.611023821254437211e-21
-1.462768555	3.269965138949298505e-21	2.651494528111884867e-21
-1.462707520	3.224030338102771762e-21	2.711096799652418612e-21
-1.462646484	3.187944509189609532e-21	2.750340154863143968e-21
-1.462585449	3.140507382979205088e-21	2.808684248900474859e-21
-1.462524414	3.102934303916361325e-21	2.846654173661757669e-21
-1.462463379	3.054033563368558589e-21	2.903694595267235567e-21
-1.462402344	3.015012638782326220e-21	2.940346184100863455e-21
-1.462341309	2.964688370332583192e-21	2.996038632699180942e-21
-1.462280273	2.924260362138237711e-21	3.031328195222808547e-21
-1.462219238	2.872553991111978330e-21	3.085629606067266394e-21
-1.462158203	2.830760981207073338e-21	3.119514708254175304e-21
-1.462097168	2.777715233571031750e-21	3.172383293078856647e-21
-1.462036133	2.734600584892955550e-21	3.204822797040536087e-21
-1.461975098	2.680259447963763219e-21	3.256218083088422119e-21
-1.461914062	2.635867764811539011e-21	3.287172185720850977e-21
-1.461853027	2.580276446830811790e-21	3.337055054007342449e-21
-1.461791992	2.534653533628566263e-21	3.366485324559003313e-21
-1.461730957	2.477858421949083004e-21	3.414818046568565622e-21
-1.461669922	2.431051241140404429e-21	3.442687462636978215e-21
-1.461608887	2.373099859638639534e-21	3.489433735969811615e-21
-1.461547852	2.325156488248577525e-21	3.515706718516407708e-21
-1.461486816	2.266097453408600636e-21	3.560831700938184557e-21
-1.461425781	2.217067038887616033e-21	3.585474147787903331e-21
-1.461364746	2.156950014976600531e-21	3.628944490307831553e-21
-1.461303711	2.106882729628914642e-21	3.651923808368729878e-21
-1.461242676	2.045758382824311320e-21	3.693707686505851998e-21
-1.461181641	1.994705377738324784e-21	3.714992822566620082e-21
-1.461120605	1.932625329273844930e-21	3.755059966719880759e-21
-1.461059570	1.880638686786673375e-21	3.774621436679373970e-21
-1.460998535	1.817655465487998072e-21	3.812943160535182973e-21
-1.460937500	1.764788151214544475e-21	3.830753077621358031e-21
-1.460876465	1.700955144640923176e-21	3.867302305393979484e-21
-1.460815430	1.647260958558803696e-21	3.883334406365930613e-21
-1.460754395	1.582632363774842657e-21	3.918085698620839192e-21
-1.460693359	1.528165890326064293e-21	3.932315368742734951e-21
-1.460632324	1.462796663823191355e-21	3.965244946479202239e-21
-1.460571289	1.407613221457820740e-21	3.977649243038785060e-21
-1.460510254	1.341559028207386668e-21	4.008735010344593487e-21
-1.460449219	1.285714618194322779e-21	4.019292684469301577e-21
-1.460388184	1.219031780163043140e-21	4.048514249624723638e-21
-1.460327148	1.162583034733121252e-21	4.057205766664620086e-21
-1.460266113	1.095328478609370013e-21	4.084544461649374319e-21
-1.460205078	1.038332608537600244e-21	4.091352019777363219e-21
-1.460144043	9.705638130761435381e-22	4.116790918276873534e-21
-1.460083008	9.130785545466503279e-22	4.121698465628865612e-21
-1.460021973	8.448534973315161630e-22	4.145222399207622122e-21
-1.459960938	7.869370585444558078e-22	4.148215649442829928e-21
-1.459899902	7.183141621816292038e-22	4.169811222336171895e-21
-1.459838867	6.600251692787615176e-22	4.170877668490203529e-21
-1.459777832	5.910632471528566289e-22	4.190533270564762609e-21
-1.459716797	5.324606898721412746e-22	4.189662197150663863e-21
-1.459655762	4.632188917083559764e-22	4.207368015275897091e-21
-1.459594727	4.043620686987214664e-22	4.204550508952662833e-21
-1.459533691	3.348998255659547789e-22	4.220298536810805501e-21
-1.459472656	2.758482892049488465e-22	4.215527495181882290e-21
-1.459411621	2.062252584050567798e-22	4.229311541140752336e-21
-1.459350586	1.470387596597158214e-22	4.222581680024129054e-21
-1.459289551	7.731476922738932415e-23	4.234397373618636650e-21
-1.459228516	1.805320206048004214e-23	4.225705232455523846e-21
-1.459167480	-5.171180474872753762e-23	4.235550028988522433e-21
-1.459106445	-1.109884589975336750e-22	4.224893974685892512e-21
-1.459045410	-1.807344794195029261e-22	4.232767158210821366e-21
-1.458984375	-2.399662077954705690e-22	4.220147387250921788e-21
-1.458923340	-3.096332353145511044e-22	4.226050071842868626e-21
-1.458862305	-3.687600490879357263e-22	4.211468610747674961e-21
-1.458801270	-4.382881293095340581e-22	4.215403739987578800e-21
-1.458740234	-4.972501196684384369e-22	4.198864443965970375e-21
-1.458679199	-5.665794060576363583e-22	4.200836788908407338e-21
-1.458618164	-6.253167999430367987e-22	4.182345338859787374e-21
-1.458557129	-6.943876094717431402e-22	4.182361494120585443e-21
-1.458496094	-7.528408251681994454e-22	4.161925392020656846e-21
-1.458435059	-8.215936939732826410e-22	4.159993770248616272e-21
-1.458374023	-8.797033965682876252e-22	4.137622332639900919e-21
-1.458312988	-9.480791351774483489e-22	4.133753157302862503e-21
-1.458251953	-1.005786291827104029e-21	4.109457507379965747e-21
-1.458190918	-1.073726040454006077e-21	4.103662803859974322e-21
-1.458129883	-1.130971975406806072e-21	4.077455861565732501e-21
-1.458068848	-1.198417258681277828e-21	4.069749446532683854e-21
-1.458007812	-1.255143707941536230e-21	4.041645917195067778e-21
-1.457946777	-1.322036489425488345e-21	4.032043386335691151e-21
-1.457885742	-1.378185655038347431e-21	4.002059747617832695e-21
-1.457824707	-1.444468391424354429e-21	3.990578461756742961e-21
-1.457763672	-1.499982995415771045e-21	3.958732948813907333e-21
-1.457702637	-1.565598690118548652e-21	3.945392018316869094e-21
-1.457641602	-1.620422027904545472e-21	3.911704607462844599e-21
-1.457580566	-1.685314284263164400e-21	3.896524875069724796e-21
-1.457519531	-1.739390277610086719e-21	3.861017265770226471e-21
-1.457458496	-1.803503351540495950e-21	3.844021287741191966e-21
-1.457397461	-1.856776600899594034e-21	3.806716882991671790e-21
-1.457336426	-1.920055452950912306e-21	3.787928908684408557e-21
-1.457275391	-1.972471289167207147e-21	3.748852793797793837e-21
-1.457214355	-2.034861635941205709e-21	3.728298743717259083e-21
-1.457153320	-2.086366171383697103e-21	3.687477663523318474e-21
-1.457092285	-2.147814536221436021e-21	3.665185105708588415e-21
-1.457031250	-2.198354715090848271e-21	3.622647440285932679e-21
-1.456970215	-2.258808478141510533e-21	3.598645565277068946e-21
-1.456909180	-2.308332126139496087e-21	3.554421304021949447e-21
-1.456848145	-2.367739573512328580e-21	3.528740898207409676e-21
-1.456787109	-2.416195446641493465e-21	3.482861612520095649e-21
-1.456726074	-2.474505818830432551e-21	3.455535030004727448e-21
-1.456665039	-2.521843651298858545e-21	3.408033844425450985e-21
-1.456604004	-2.579007190696323184e-21	3.379094977531540566e-21
-1.456542969	-2.625177742069213883e-21	3.330006539429110512e-21
-1.456481934	-2.681145739538540302e-21	3.299490787590619703e-21
-1.456420898	-2.726100840771497729e-21	3.248851235470976592e-21
-1.456359863	-2.780825681304713856e-21	3.216795472901890073e-21
-1.456298828	-2.824518279982442567e-21	3.164642403303457317e-21
-1.456237793	-2.877953487387367753e-21	3.131084945097276353e-21
-1.456176758	-2.920337691752250968e-21	3.077457378040624894e-21
-1.456115723	-2.972437972194582205e-21	3.042437945101288786e-21
-1.456054688	-3.013469094274127348e-21	2.987376288286419165e-21
-1.455993652	-3.064190378762250139e-21	2.950935970818891395e-21
-1.455932617	-3.103824976338689368e-21	2.894481982564006371e-21
-1.455871582	-3.153124462191128137e-21	2.856663202245898913e-21
-1.455810547	-3.191320379508734300e-21	2.798859953010779311e-21
-1.455749512	-3.239156570498687543e-21	2.759706424090412438e-21
-1.455688477	-3.275872977982420015e-21	2.700598256914985876e-21
-1.455627441	-3.322205723402649216e-21	2.660154945927575170e-21
-1.455566406	-3.357403156053643733e-21	2.599787435587541606e-21
-1.455505371	-3.402193688497597563e-21	2.558100519914202001e-21
-1.455444336	-3.435834082969743119e-21	2.496520430919632780e-21
-1.455383301	-3.479045054799739088e-21	2.453637256332391022e-21
-1.455322266	-3.511091785340157786e-21	2.390892499878611514e-21
-1.455261230	-3.552687303941087506e-21	2.346861536839942292e-21
-1.455200195	-3.583105216901333650e-21	2.283001126572029637e-21
-1.455139160	-3.623050878479725261e-21	2.237871925529521220e-21
-1.455078125	-3.651806325492221709e-21	2.172945932391714521e-21
-1.455017090	-3.690069247646992325e-21	2.126769078026504545e-21
-1.454956055	-3.717130117344070510e-21	2.060828583936551030e-21
-1.454895020	-3.753678970014354682e-21	2.013655648567818284e-21
-1.454833984	-3.779014718524930980e-21	1.946752699397378330e-21
-1.454772949	-3.813819753796630155e-21	1.898636195210768423e-21
-1.454711914	-3.837401433530155753e-21	1.830823752562260304e-21
-1.454650879	-3.870434513731295973e-21	1.781817083216511317e-21
-1.454589844	-3.892234800941046328e-21	1.713148975496010507e-21
-1.454528809	-3.923469425299630837e-21	1.663306386661587289e-21
-1.454467773	-3.943462645974113399e-21	1.593837259390811910e-21
-1.454406738	-3.972873975904309896e-21	1.543213788586942154e-21
-1.454345703	-3.991036130142621915e-21	1.472999053766483200e-21
-1.454284668	-4.018601012839294194e-21	1.421650479524638640e-21
-1.454223633	-4.034909797834195671e-21	1.350746264366330786e-21
-1.454162598	-4.060606788329080654e-21	1.298729054475780094e-21
-1.454101562	-4.075041619531471838e-21	1.227192149517667511e-21
-1.454040527	-4.098851001318748774e-21	1.174563408880531843e-21
-1.453979492	-4.111393032287062498e-21	1.102451215244482224e-21
-1.453918457	-4.133296836076412689e-21	1.049268632847547268e-21
-1.453857422	-4.143928976455612771e-21	9.766391091915848952e-22
-1.453796387	-4.163910997548266477e-21	9.229609047529497269e-22
-1.453735352	-4.172617929619976109e-21	8.498725135278282897e-22
-1.453674316	-4.190663743593683121e-21	7.957573834807845728e-22
-1.453613281	-4.197431937079532430e-21	7.222690366557947560e-22
-1.453552246	-4.213528913708508129e-21	6.677760997372733936e-22
-1.453491211	-4.218346638964939018e-21	5.939471042297672118e-22
-1.453430176	-4.232483954591433475e-21	5.391358466000708301e-22
-1.453369141	-4.235341294044860522e-21	4.650258492680947708e-22
-1.453308105	-4.247509942309925564e-21	4.099560693983811061e-22
-1.453247070	-4.248398800362988403e-21	3.356250015770955899e-22
-1.453186035	-4.258591601063453269e-21	2.803567546777944089e-22
-1.453125000	-4.257505712186472711e-21	2.058647766450491205e-22
-1.453063965	-4.265717318622732413e-21	1.504583189242375814e-22
-1.453002930	-4.262652253805241730e-21	7.586576402365025242e-23
-1.452941895	-4.268879158419946601e-21	2.038149669061870739e-23
-1.452880859	-4.263832329859525961e-21	-5.425118482669437300e-23
-1.452819824	-4.268072867984127779e-21	-1.097527716417598528e-22
-1.452758789	-4.261043532140569531e-21	-1.843650686814980384e-22
-1.452697754	-4.263297884236557792e-21	-2.398234521764783969e-22
-1.452636719	-4.254287143127188270e-21	-3.143548490956796988e-22
-1.452575684	-4.254557335227180808e-21	-3.697095300835167269e-22
-1.452514648	-4.243568135979025940e-21	-4.440995629861160153e-22
-1.452453613	-4.241858038386508926e-21	-4.992901221130324282e-22
-1.452392578	-4.228895171170990162e-21	-5.734784350583375078e-22
-1.452331543	-4.225210495531366849e-21	-6.284445890924497620e-22
-1.452270508	-4.210280589634679591e-21	-7.023709903398369676e-22
-1.452209473	-4.204628884146987928e-21	-7.570526481807850878e-22
-1.452148438	-4.187740402514221863e-21	-8.306571661439405701e-22
-1.452087402	-4.180131045569240205e-21	-8.849944848575610848e-22
-1.452026367	-4.161294277477448156e-21	-9.582174239567561427e-22
-1.451965332	-4.151738469575533259e-21	-1.012150864471381165e-21
-1.451904297	-4.130965521684408694e-21	-1.084932860793642084e-21
-1.451843262	-4.119476275572062928e-21	-1.138403243365978930e-21
-1.451782227	-4.096781061286707641e-21	-1.210685319942075005e-21
-1.451721191	-4.083373190481557355e-21	-1.263633879343741711e-21
-1.451660156	-4.058771417564960246e-21	-1.335357501133888398e-21
-1.451599121	-4.043461523176230477e-21	-1.387725941374907531e-21
-1.451538086	-4.016970679809171453e-21	-1.458833069842862260e-21
-1.451477051	-3.999777135723750265e-21	-1.510563618606879130e-21
-1.451416016	-3.971416474785627857e-21	-1.580996765915110405e-21
-1.451354980	-3.952359411095375224e-21	-1.632032228437698530e-21
-1.451293945	-3.922149932844249388e-21	-1.701734511006841660e-21
-1.451232910	-3.901251217795029960e-21	-1.752018323436413185e-21
-1.451171875	-3.869215650954657496e-21	-1.820933515117409471e-21
-1.451110840	-3.846498871137686188e-21	-1.870409797381149546e-21
-1.451049805	-3.812661652256306377e-21	-1.938482381923942558e-21
-1.450988770	-3.788152091286177955e-21	-1.987095989811542313e-21
-1.450927734	-3.752539342720080392e-21	-2.054271212773033657e-21
-1.450866699	-3.726263958254174652e-21	-2.101967789626155231e-21
-1.450805664	-3.688903464262841618e-21	-2.168191709534188611e-21
-1.450744629	-3.660890863470312820e-21	-2.214917736884309235e-21
-1.450683594	-3.621812045098353678e-21	-2.280137275623690171e-21
-1.450622559	-3.592092458678790926e-21	-2.325840123390479125e-21
-1.450561523	-3.551326346823981525e-21	-2.390003115933594686e-21
-1.450500488	-3.519931601357888806e-21	-2.434631091593736266e-21
-1.450439453	-3.477510808470839172e-21	-2.497686334746630393e-21
-1.450378418	-3.444474297421321953e-21	-2.541188731694914858e-21
-1.450317383	-3.400432987754798358e-21	-2.603086032093614200e-21
-1.450256348	-3.365789640900187545e-21	-2.645413177180495064e-21
-1.450195312	-3.320163499221879516e-21	-2.706103398304975129e-21
-1.450134277	-3.283949750649989669e-21	-2.747206698373010009e-21
-1.450073242	-3.236775949539692910e-21	-2.806641806528947125e-21
-1.450012207	-3.199029704349883789e-21	-2.846473793921655658e-21
-1.449951172	-3.150346870177066002e-21	-2.904606903346407429e-21
-1.449890137	-3.111107469697622765e-21	-2.943121280481440199e-21
-1.449829102	-3.060955647135159327e-21	-2.999906697362155404e-21
-1.449768066	-3.020263832737921667e-21	-3.037058380140635445e-21
-1.449707031	-2.968684448006502041e-21	-3.092451645394704177e-21
-1.449645996	-2.926582323815218081e-21	-3.128196805509273579e-21
-1.449584961	-2.873618146682795004e-21	-3.182154736668684319e-21
-1.449523926	-2.830149140769165802e-21	-3.216450842876513957e-21
-1.449462891	-2.775844245117091287e-21	-3.268931574595176744e-21
-1.449401855	-2.731053069616290391e-21	-3.301737432603268246e-21
-1.449340820	-2.675452792964312067e-21	-3.352700456079070314e-21
-1.449279785	-2.629385402887676663e-21	-3.383976247341804842e-21
-1.449218750	-2.572536304648864562e-21	-3.433382448421411421e-21
-1.449157715	-2.525239855563835875e-21	-3.463089767645354078e-21
-1.449096680	-2.467189674152843631e-21	-3.510901463636677102e-21
-1.449035645	-2.418712478790955786e-21	-3.539003355016878118e-21
-1.448974609	-2.359510087505789464e-21	-3.585184330277747357e-21
-1.448913574	-2.309901571189431345e-21	-3.611645322168004940e-21
-1.448852539	-2.249596933359020669e-21	-3.656160862308414822e-21
-1.448791504	-2.198907588312792442e-21	-3.680947000916152290e-21
-1.448730469	-2.137551711037438489e-21	-3.723763925439793786e-21
-1.448669434	-2.085833049949836883e-21	-3.746842806820427829e-21
-1.448608398	-2.023477937044649777e-21	-3.787929500631463912e-21
-1.448547363	-1.970782445423525387e-21	-3.809270301338189372e-21
-1.448486328	-1.907481049400476889e-21	-3.848596744640650851e-21
-1.448425293	-1.853862137087621437e-21	-3.868170250917593540e-21
-1.448364258	-1.789668310246647292e-21	-3.905708047666744905e-21
-1.448303223	-1.735180262043467923e-21	-3.923486683183094579e-21
-1.448242188	-1.670148706670188488e-21	-3.959209088003314242e-21
-1.448181152	-1.614846632194592957e-21	-3.975166940034122116e-21
-1.448120117	-1.549032849985152117e-21	-4.009048883684617172e-21
-1.448059082	-1.492972632685635005e-21	-4.023161727787390981e-21
-1.447998047	-1.426432873367661953e-21	-4.055179841056144755e-21
-1.447937012	-1.369671118778237437e-21	-4.067425164127956413e-21
-1.447875977	-1.302462328083462194e-21	-4.097557800094320044e-21
-1.447814941	-1.245056311467758049e-21	-4.107914821897226481e-21
-1.447753906	-1.177236078423979263e-21	-4.136142076678937560e-21
-1.447692871	-1.119243691715174763e-21	-4.144591769799457266e-21
-1.447631836	-1.050870195225910287e-21	-4.170895501648703928e-21
-1.447570801	-9.923498933803909368e-22	-4.177420609690950164e-21
-1.447509766	-9.234818484019247871e-22	-4.201784456429614007e-21
-1.447448730	-8.644925952696008633e-22	-4.206369510720378564e-21
-1.447387695	-7.951891983594126576e-22	-4.228778905607613473e-21
-1.447326660	-7.357904119678629147e-22	-4.231410240190789043e-21
-1.447265625	-6.661112863587308648e-22	-4.251852426026208951e-21
-1.447204590	-6.063627838555358039e-22	-4.252518190922378950e-21
-1.447143555	-5.363679242230737869e-22	-4.270982232568538592e-21
-1.447082520	-4.763298663293960546e-22	-4.269672405492260458e-21
-1.447021484	-4.060795830342210703e-22	-4.286149200598951769e-21
-1.446960449	-3.458124182814178119e-22	-4.282855596817780430e-21
-1.446899414	-2.753672814440022759e-22	-4.297337884976785554e-21
-1.446838379	-2.149316899923829132e-22	-4.292054165577298542e-21
-1.446777344	-1.443524732325604175e-22	-4.304536535646045393e-21
-1.446716309	-8.380931056439323778e-23	-4.297258214044461062e-21
-1.446655273	-1.315693454916205947e-23	-4.307737109852395763e-21
-1.446594238	4.743282511756098145e-23	-4.298461556583476332e-21
-1.446533203	1.180973492680550382e-22	-4.306935280821304200e-21
-1.446472168	1.786726696099874014e-22	-4.295661726616926185e-21
-1.446411133	2.492882970198755547e-22	-4.302130443070103657e-21
-1.446350098	3.097881363785799399e-22	-4.288859980241219434e-21
-1.446289062	3.802938452327987002e-22	-4.293325714223581711e-21
-1.446228027	4.406572133151838701e-22	-4.278061296217714541e-21
-1.446166992	5.109920615774889845e-22	-4.280527933396315265e-21
-1.446105957	5.711580762639482025e-22	-4.263274372706801345e-21
-1.446044922	6.412612584103510847e-22	-4.263747656072387180e-21
-1.445983887	7.011692023923594563e-22	-4.244511620336774096e-21
-1.445922852	7.709801059162115203e-22	-4.242999145492835202e-21
-1.445861816	8.305694832156441522e-22	-4.221789152040682594e-21
-1.445800781	9.000277451901981170e-22	-4.218300360762778766e-21
-1.445739746	9.592383374818724029e-22	-4.195126769221000653e-21
-1.445678711	1.028283900738118027e-21	-4.189672941310372572e-21
-1.445617676	1.087055823430035890e-21	-4.164547944575094670e-21
-1.445556641	1.155628992448914274e-21	-4.157142188044522122e-21
-1.445495605	1.213902750569676696e-21	-4.130079801648913366e-21
-1.445434570	1.281944247204271087e-21	-4.120737041062957817e-21
-1.445373535	1.339660790793813353e-21	-4.091753090695868207e-21
-1.445312500	1.407111809490440055e-21	-4.080490053941007003e-21
-1.445251465	1.464212588658706588e-21	-4.049602161392954250e-21
-1.445190430	1.531014851374217515e-21	-4.036437364768959927e-21
-1.445129395	1.587441870959625462e-21	-4.003664932062496807e-21
-1.445068359	1.653537681431929236e-21	-3.988618663653202625e-21
-1.445007324	1.709233555140742768e-21	-3.953982855715063461e-21
-1.444946289	1.774565852847896944e-21	-3.937077157075613388e-21
-1.444885254	1.829473856761712975e-21	-3.900600882563798586e-21
-1.444824219	1.893986270128423013e-21	-3.881859528894248755e-21
-1.444763184	1.948050395755807357e-21	-3.843567419564059756e-21
-1.444702148	2.011687294909026281e-21	-3.823015898120392912e-21
-1.444641113	2.064852301454421785e-21	-3.782934286387498807e-21
-1.444580078	2.127558850084441148e-21	-3.760599773413587747e-21
-1.444519043	2.179770316117745985e-21	-3.718756668576418949e-21
-1.444458008	2.241492522885069796e-21	-3.694668004594378437e-21
-1.444396973	2.292696897243338464e-21	-3.651093067209005855e-21
-1.444335938	2.353381666121316814e-21	-3.625280730743865811e-21
-1.444274902	2.403526317997732242e-21	-3.580005245768893889e-21
-1.444213867	2.463121498125975626e-21	-3.552501325538808954e-21
-1.444152832	2.512154766260766159e-21	-3.505558173641896360e-21
-1.444091797	2.570609200654251971e-21	-3.476396339377406306e-21
-1.444030762	2.618480441848959206e-21	-3.427819966962999225e-21
-1.443969727	2.675744015324439545e-21	-3.397035438493939457e-21
-1.443908691	2.722403651770650648e-21	-3.346861826239134414e-21
-1.443847656	2.778427337987457359e-21	-3.314491341347636254e-21
-1.443786621	2.823826903775978207e-21	-3.262757971158933858e-21
-1.443725586	2.878562811087251708e-21	-3.228839751926452939e-21
-1.443664551	2.922654997681084577e-21	-3.175585572709946181e-21
-1.443603516	2.976056414171896133e-21	-3.140159290437953144e-21
-1.443542480	3.018795114745707562e-21	-3.085424682281598494e-21
-1.443481445	3.070816552009734301e-21	-3.048531421146891582e-21
-1.443420410	3.112156904780345562e-21	-2.992358158292664145e-21
-1.443359375	3.162754140651745807e-21	-2.954040377609885367e-21
-1.443298340	3.202652571050669273e-21	-2.896471590093984948e-21
-1.443237305	3.251782691197166029e-21	-2.856773085239398272e-21
-1.443176270	3.290196952759323420e-21	-2.797853219199435081e-21
-1.443115234	3.337818390992795306e-21	-2.756819081405736526e-21
-1.443054199	3.374707605139570834e-21	-2.696593858240526057e-21
-1.442993164	3.420780182574322276e-21	-2.654270433101750167e-21
-1.442932129	3.456104877127865053e-21	-2.592786807358670233e-21
-1.442871094	3.500589840019979018e-21	-2.549221652105221770e-21
-1.442810059	3.534311986325816454e-21	-2.486527768201906466e-21
-1.442749023	3.577172042535400320e-21	-2.441769607967548319e-21
-1.442687988	3.609255091418264471e-21	-2.377914755915884064e-21
-1.442626953	3.650454445685429882e-21	-2.332013438717614156e-21
-1.442565918	3.680863361850703364e-21	-2.267048008613244738e-21
-1.442504883	3.720367749589190153e-21	-2.220054459429512705e-21
-1.442443848	3.749069044702620936e-21	-2.154029894926457477e-21
-1.442382812	3.786845764334848102e-21	-2.105996068809732116e-21
-1.442321777	3.813807528860876824e-21	-2.038964819678448127e-21
-1.442260742	3.849825472773960707e-21	-1.989943653609376200e-21
-1.442199707	3.875017406045361940e-21	-1.921959127327521998e-21
-1.442138672	3.909247090111051948e-21	-1.872004491397485170e-21
-1.442077637	3.932640529053879900e-21	-1.803121003768408973e-21
-1.442016602	3.965054120584577429e-21	-1.752287651479872427e-21
-1.441955566	3.986622067063889262e-21	-1.682560376429934921e-21
-1.441894531	4.017193411251749273e-21	-1.630903893934239360e-21
-1.441833496	4.036910557615621710e-21	-1.560388812509422097e-21
-1.441772461	4.065615202440597179e-21	-1.507965567308598470e-21
-1.441711426	4.083457955722647140e-21	-1.436719415897002775e-21
-1.441650391	4.110273175308437092e-21	-1.383586504621585999e-21
-1.441589355	4.126219679699048678e-21	-1.311666722397684657e-21
-1.441528320	4.151124495982006828e-21	-1.257881918009288178e-21
-1.441467285	4.165154653794028766e-21	-1.185346593820211140e-21
-1.441406250	4.188129856699991033e-21	-1.130968292085272426e-21
-1.441345215	4.200225347654279923e-21	-1.057876110586307843e-21
-1.441284180	4.221253513513620448e-21	-1.002963275965681271e-21
-1.441223145	4.231397812343548100e-21	-9.293734633030656391e-22
-1.441162109	4.250463320770405435e-21	-8.739855743793831622e-22
-1.441101074	4.258641713295378286e-21	-7.999578432276280723e-22
-1.441040039	4.275730762268093110e-21	-7.441548374683404529e-22
-1.440979004	4.281930359600394133e-21	-6.697493317183461206e-22
-1.440917969	4.297030978952922353e-21	-6.135915499828562164e-22
-1.440856934	4.301240730184976188e-21	-5.388687889614612985e-22
-1.440795898	4.314342793413423301e-21	-4.824169194773627248e-22
-1.440734863	4.316553496512559265e-21	-4.074377417222480702e-22
-1.440673828	4.327648730747802087e-21	-3.507527637549828976e-22
-1.440612793	4.327853041730930029e-21	-2.755782706228980990e-22
-1.440551758	4.336935036148496745e-21	-2.187213978785167725e-22
-1.440490723	4.335127476549876331e-21	-1.434128967314120863e-22
-1.440429688	4.342191688888461020e-21	-8.644552052551943040e-23
-1.440368652	4.338368651523883668e-21	-1.106446788027160347e-23
-1.440307617	4.343412413058964090e-21	4.595189992477973981e-23
-1.440246582	4.337572165995175837e-21	1.213439556057011899e-22
-1.440185547	4.340594684571766286e-21	1.783477397325836703e-22
-1.440124512	4.332737373428730458e-21	2.536892151677435204e-22
-1.440063477	4.333739734915513040e-21	3.106188342345154614e-22
-1.440002441	4.323867383288279193e-21	3.858481686334447447e-22
-1.439941406	4.322852551203579200e-21	4.426420923223808536e-22
-1.439880371	4.310969059512809883e-21	5.176978046715701137e-22
-1.439819336	4.307941872873037138e-21	5.742946110129669998e-22
-1.439758301	4.294053015397926244e-21	6.491153572561500653e-22
-1.439697266	4.289020184837301728e-21	7.054537898441569633e-22
-1.439636230	4.273133604929870294e-21	7.799784198817333498e-22
-1.439575195	4.266103707261714334e-21	8.359974448726926909e-22
-1.439514160	4.248228910855674309e-21	9.101650596655700121e-22
-1.439453125	4.239212381616803755e-21	9.658039225446054280e-22
-1.439392090	4.219360729106651707e-21	1.039553930782634185e-21
-1.439331055	4.208369853493980694e-21	1.094752212996909993e-21
-1.439270020	4.186554549848013757e-21	1.168024387534702140e-21
-1.439208984	4.173603451936824731e-21	1.222722062907108757e-21
-1.439147949	4.149839534904605345e-21	1.295456596864494683e-21
-1.439086914	4.134944165230543983e-21	1.349594087402959173e-21
-1.439025879	4.109248492114487577e-21	1.421731650035166661e-21
-1.438964844	4.092426613374905178e-21	1.475249881576363392e-21
-1.438903809	4.064817845945734804e-21	1.546731673547080054e-21
-1.438842773	4.046089017144855204e-21	1.599572130870876252e-21
-1.438781738	4.016587604886973987e-21	1.670339939122547346e-21
-1.438720703	3.995973163797863914e-21	1.722444720537739501e-21
-1.438659668	3.964601325526311602e-21	1.792440972680226788e-21
-1.438598633	3.942124369423937697e-21	1.843752844085157210e-21
-1.438537598	3.908906073247087741e-21	1.912920662144158504e-21
-1.438476562	3.884591438034798929e-21	1.963383110501821346e-21
-1.438415527	3.849552379662254430e-21	2.031666364051955453e-21
-1.438354492	3.823426617363835885e-21	2.081223650196022633e-21
-1.438293457	3.786594196817807851e-21	2.148567008772409018e-21
-1.438232422	3.758685551570415164e-21	2.197164219548508628e-21
-1.438171387	3.720088848232856557e-21	2.263513204499006626e-21
-1.438110352	3.690427230491242467e-21	2.311096304049117493e-21
-1.438049316	3.650096976700588484e-21	2.376397339397396613e-21
-1.437988281	3.618713936083789743e-21	2.422913219743874681e-21
-1.437927246	3.576682489142101722e-21	2.487113682413359789e-21
-1.437866211	3.543611185568726555e-21	2.532510213224360006e-21
-1.437805176	3.499912498136387149e-21	2.595558482205263024e-21
-1.437744141	3.465187671654742115e-21	2.639784559529585591e-21
-1.437683105	3.419857260813008797e-21	2.701630064332654745e-21
-1.437622070	3.383515199778344432e-21	2.744635658556936958e-21
-1.437561035	3.336590114491750121e-21	2.805228926589412743e-21
-1.437500000	3.298668622342458743e-21	2.846965129323021729e-21
-1.437438965	3.250187409522012296e-21	2.906257832247922296e-21
-1.437377930	3.210725770185731289e-21	2.946676902171933662e-21
-1.437316895	3.160728439381382483e-21	3.004621901277133858e-21
-1.437255859	3.119767381255256411e-21	3.043677308955279240e-21
-1.437194824	3.068295367963403647e-21	3.100228699428971389e-21
-1.437133789	3.025877026515467794e-21	3.137875171011218411e-21
-1.437072754	2.972973154145503971e-21	3.192988325061360735e-21
-1.437011719	2.929141033186607471e-21	3.229181884851493729e-21
-1.436950684	2.874849473687804037e-21	3.282813493591437322e-21
-1.436889648	2.829648405470343748e-21	3.317511505384994965e-21
-1.436828613	2.774014638705625425e-21	3.369619619644008532e-21
-1.436767578	2.727490742650936435e-21	3.402780826815558694e-21
