# time (s)	h_+ (strain)	h_x (strain)
-1.796508789	-3.620199541649126880e-22	-3.277512774583364233e-21
-1.796447754	-3.300291909131005396e-22	-3.249793195046986456e-21
-1.796386719	-2.624485038816384570e-22	-3.287411831591568512e-21
-1.796325684	-2.303053724206911980e-22	-3.258193911030241191e-21
-1.796264648	-1.626176394245645072e-22	-3.294270961149170224e-21
-1.796203613	-1.303685178352022905e-22	-3.263551020428235114e-21
-1.796142578	-6.262014341919758880e-23	-3.298083558132982194e-21
-1.796081543	-3.031150133207961925e-23	-3.265859333128236718e-21
-1.796020508	3.745103993650696794e-23	-3.298845848618197009e-21
-1.795959473	6.977268454751911270e-23	-3.265116492395481212e-21
-1.795898438	1.375028913076328926e-22	-3.296556893496147114e-21
-1.795837402	1.697910152201152949e-22	-3.261322977117580065e-21
-1.795776367	2.374424024621296736e-22	-3.291218589621406738e-21
-1.795715332	2.696505205388177416e-22	-3.254482101778545027e-21
-1.795654297	3.371766628868455974e-22	-3.282835668278264163e-21
-1.795593262	3.692583712697799772e-22	-3.244600013479124737e-21
-1.795532227	4.366129461157636605e-22	-3.271415690891841243e-21
-1.795471191	4.685219652681793485e-22	-3.231685686395368620e-21
-1.795410156	5.356587958508148248e-22	-3.256969042306281927e-21
-1.795349121	5.673490136354785047e-22	-3.215750913726771203e-21
-1.795288086	6.342221119887239490e-22	-3.239508921286818088e-21
-1.795227051	6.656476264855515718e-22	-3.196810296866449051e-21
-1.795166016	7.322112361706102785e-22	-3.219051328466048081e-21
-1.795104980	7.633263983608748729e-22	-3.174881232103545432e-21
-1.795043945	8.295350370506248496e-22	-3.195615051716947191e-21
-1.794982910	8.602944932884062503e-22	-3.149983894642682155e-21
-1.794921875	9.261029950582639205e-22	-3.169221648791189974e-21
-1.794860840	9.564617291058438827e-22	-3.122141219987005915e-21
-1.794799805	1.021825286475779585e-21	-3.139895427644217078e-21
-1.794738770	1.051738661479992099e-21	-3.091378882920355319e-21
-1.794677734	1.116612867049097049e-21	-3.107663423915014407e-21
-1.794616699	1.146036667002736148e-21	-3.057725273787408380e-21
-1.794555664	1.210377554754148437e-21	-3.072555376040410972e-21
-1.794494629	1.239268025627488274e-21	-3.021211472351584921e-21
-1.794433594	1.303032111853528493e-21	-3.034603697809135738e-21
-1.794372559	1.331346002238378519e-21	-2.981871219092530435e-21
-1.794311523	1.394490326075341506e-21	-2.993843448483581446e-21
-1.794250488	1.422184927410326229e-21	-2.939740883949392533e-21
-1.794189453	1.484667090661533377e-21	-2.950312300312008585e-21
-1.794128418	1.511700276994077647e-21	-2.894859432892232217e-21
-1.794067383	1.573478483712633334e-21	-2.904050503827163724e-21
-1.794006348	1.599808750865865354e-21	-2.847268391783314679e-21
-1.793945312	1.660841846224867445e-21	-2.855100850539758624e-21
-1.793884277	1.686428350379439322e-21	-2.797011807952646254e-21
-1.793823242	1.746675858945626851e-21	-2.803508633379673570e-21
-1.793762207	1.771478454667339776e-21	-2.744136209508693000e-21
-1.793701172	1.830900618073901643e-21	-2.749321604802473208e-21
-1.793640137	1.854879895689788965e-21	-2.688690562316184215e-21
-1.793579102	1.913437709723861458e-21	-2.692589932574189744e-21
-1.793518066	1.936555031902215704e-21	-2.630726224536759948e-21
-1.793457031	1.994210282791482055e-21	-2.633366153348671465e-21
-1.793395996	2.016427820561634949e-21	-2.570296899139793671e-21
-1.793334961	2.073143120478509827e-21	-2.571705123972124758e-21
-1.793273926	2.094423888465651406e-21	-2.507458584255339850e-21
-1.793212891	2.150162710445046833e-21	-2.507663970733781262e-21
-1.793151855	2.170470601277249787e-21	-2.442269521194003958e-21
-1.793090820	2.225197313221089139e-21	-2.441302036332032926e-21
-1.793029785	2.244497131009145331e-21	-2.374790140420138777e-21
-1.792968750	2.298177028843004748e-21	-2.372680825072659682e-21
-1.792907715	2.316434522184942227e-21	-2.305083005802570206e-21
-1.792846680	2.369033862253438108e-21	-2.301863945685026331e-21
-1.792785645	2.386215755927215013e-21	-2.233212756315865782e-21
-1.792724609	2.437701786339028448e-21	-2.228917052436005628e-21
-1.792663574	2.453775812398071270e-21	-2.159246046386878501e-21
-1.792602539	2.504116803668384199e-21	-2.153907784305956926e-21
-1.792541504	2.519051731446240200e-21	-2.083251483912687863e-21
-1.792480469	2.568217005974760340e-21	-2.076905702205524003e-21
-1.792419434	2.581982671236045414e-21	-2.005299566760127212e-21
-1.792358398	2.629942631943369718e-21	-1.997982224456589209e-21
-1.792297363	2.642509964874680498e-21	-1.925462617307085704e-21
-1.792236328	2.689236122839028741e-21	-1.917210560686307994e-21
-1.792175293	2.700577175251962782e-21	-1.843814715440816880e-21
-1.792114258	2.746042176253144524e-21	-1.834665643792041722e-21
-1.792053223	2.756130147599768014e-21	-1.760431629739568697e-21
-1.791992188	2.800307797559471324e-21	-1.750424060387726314e-21
-1.791931152	2.809117059849350698e-21	-1.675390747289750852e-21
-1.791870117	2.851982349432074506e-21	-1.664563979973031873e-21
-1.791809082	2.859488471228057539e-21	-1.588771001821252209e-21
-1.791748047	2.901017599056024425e-21	-1.577165082152292536e-21
-1.791687012	2.907197368177385280e-21	-1.500652800456121748e-21
-1.791625977	2.947367763096572653e-21	-1.488308482855040266e-21
-1.791564941	2.952199208344362309e-21	-1.411117949150489509e-21
-1.791503906	2.990989550505569081e-21	-1.398076658973469362e-21
-1.791442871	2.994451962102576033e-21	-1.320249576696284636e-21
-1.791381836	3.031842202871493788e-21	-1.306553371861333330e-21
-1.791320801	3.033916151844062730e-21	-1.228132057630361339e-21
-1.791259766	3.069887532552713463e-21	-1.213823589547983149e-21
-1.791198730	3.070554888825729802e-21	-1.134850933861211288e-21
-1.791137695	3.105089958331698848e-21	-1.119973407899146072e-21
-1.791076660	3.104333907682074542e-21	-1.040492835261015292e-21
-1.791015625	3.137416538659079294e-21	-1.025089970673991568e-21
-1.790954590	3.135221598500253376e-21	-9.451453992766367924e-22
-1.790893555	3.166837002519348360e-21	-9.292613885249806118e-22
-1.790832520	3.163189036253659942e-21	-8.488971895083515161e-22
-1.790771484	3.193323777724032572e-21	-8.325766573608716135e-22
-1.790710449	3.188210008063962991e-21	-7.518376135085062840e-22
-1.790649414	3.216852016783502812e-21	-7.351255755635257044e-22
-1.790588379	3.210261037686910255e-21	-6.540568397015550404e-22
-1.790527344	3.237399620150643646e-21	-6.369986606153097462e-22
-1.790466309	3.229321407516469263e-21	-5.556457136907930228e-22
-1.790405273	3.254947256995161490e-21	-5.382870650807214893e-22
-1.790344238	3.245373178117006992e-21	-4.566956738928947374e-22
-1.790283203	3.269478383442011783e-21	-4.390824918732148600e-22
-1.790222168	3.258401205063880086e-21	-3.572986664978137218e-22
-1.790161133	3.280979258031467583e-21	-3.394771090734520895e-22
-1.790100098	3.268393153189171535e-21	-2.575470601830976517e-22
-1.790039062	3.289438954815440184e-21	-2.395634643832722123e-22
-1.789978027	3.275339508350398557e-21	-1.575335602170201118e-22
-1.789916992	3.294849373672013602e-21	-1.394343990682800259e-22
-1.789855957	3.279233586451661746e-21	-5.735112236258324798e-23
-1.789794922	3.297205248087194601e-21	-3.918296168622349202e-23
-1.789733887	3.280071539823336164e-21	4.290713354961013277e-23
-1.789672852	3.296504150187906302e-21	6.109767829609958110e-23
-1.789611816	3.277852361114113951e-21	1.431480100556058893e-22
-1.789550781	3.292746493317720871e-21	1.613143171936081830e-22
-1.789489746	3.272577884334084969e-21	2.432783187593600044e-22
-1.789428711	3.285935531800466664e-21	2.613738036200686194e-22
-1.789367676	3.264252783454597777e-21	3.432049668896756676e-22
-1.789306641	3.276077358179509965e-21	3.611831251312019140e-22
-1.789245605	3.252884568239153938e-21	4.428350438797640167e-22
-1.789184570	3.263180897705617099e-21	4.606494946549578952e-22
-1.789123535	3.238483577494242315e-21	5.420759076494774064e-22
-1.789062500	3.247257900350616472e-21	5.596804367468215575e-22
-1.789001465	3.221062969688468341e-21	6.408352708210198537e-22
-1.788940430	3.228322930008465620e-21	6.581838735895063889e-22
-1.788879395	3.200638710886654078e-21	7.390212864201693720e-22
-1.788818359	3.206393351273158345e-21	7.560682105265545965e-22
-1.788757324	3.177229560207192361e-21	8.365426333610137430e-22
-1.788696289	3.181489313449019360e-21	8.532424212962987438e-22
-1.788635254	3.150857052559440178e-21	9.333086013316799459e-22
-1.788574219	3.153633732017158446e-21	9.496161326667989898e-22
-1.788513184	3.121545478812893499e-21	1.029229175080939883e-21
-1.788452148	3.122852267637742377e-21	1.045099708414098403e-21
-1.788391113	3.089321863519137086e-21	1.124215118204808581e-21
-1.788330078	3.089173302481501558e-21	1.139604332770877633e-21
-1.788269043	3.054215939946411849e-21	1.218178056167236162e-21
-1.788208008	3.052627913980607891e-21	1.233042093019846222e-21
-1.788146973	3.016260122613434389e-21	1.311030558371186957e-21
-1.788085938	3.013249846323671784e-21	1.325326061172293123e-21
-1.788024902	2.975489477505386937e-21	1.402686219689720966e-21
-1.787963867	2.971075479079412330e-21	1.416370374978423781e-21
-1.787902832	2.931941689570945599e-21	1.493059740624558325e-21
-1.787841797	2.926143793799232531e-21	1.506090317750238027e-21
-1.787780762	2.885657027878810207e-21	1.582067006845051059e-21
-1.787719727	2.878496337851354488e-21	1.594402397078307285e-21
-1.787658691	2.836678308562542854e-21	1.669625167350692689e-21
-1.787597656	2.828177186085951218e-21	1.681224422718051665e-21
-1.787536621	2.785050855050707367e-21	1.755652711632412105e-21
-1.787475586	2.775232900017396674e-21	1.766475582956671986e-21
-1.787414551	2.730822456186826029e-21	1.840069545485373415e-21
-1.787353516	2.719712484791413456e-21	1.850076519798936053e-21
-1.787292480	2.674043322095569430e-21	1.922797065609210302e-21
-1.787231445	2.661667343777309666e-21	1.931949402959330726e-21
-1.787170410	2.614766037578912588e-21	2.003758232728592477e-21
-1.787109375	2.601151231016499251e-21	2.012018002215458254e-21
-1.787048340	2.553045513477692028e-21	2.082877643327634155e-21
-1.786987305	2.538220201462859406e-21	2.090207758360306542e-21
-1.786926270	2.488938935913919209e-21	2.160081599901842020e-21
-1.786865234	2.472932558993122908e-21	2.166445852787379988e-21
-1.786804199	2.422505713116858341e-21	2.235298179490045256e-21
-1.786743164	2.405348802507815482e-21	2.240661275090226639e-21
-1.786682129	2.353807420570640475e-21	2.308457300777839262e-21
-1.786621094	2.335531569756846868e-21	2.312784889332327393e-21
-1.786560059	2.282907743890864618e-21	2.379490789268208205e-21
-1.786499023	2.263545579374188659e-21	2.382749498440557669e-21
-1.786437988	2.209872419772678697e-21	2.448332440834601144e-21
-1.786376953	2.189457570898982608e-21	2.450489906766295255e-21
-1.786315918	2.134769175102597647e-21	2.514918083463146499e-21
-1.786254883	2.113336242809023021e-21	2.515942980883291146e-21
-1.786193848	2.057667664112182643e-21	2.579185636935620104e-21
-1.786132812	2.035252188941122363e-21	2.579047708352209748e-21
-1.786071777	1.978639403879279961e-21	2.641075170783415660e-21
-1.786010742	1.955277832968890633e-21	2.639745254676829199e-21
-1.785949707	1.897757707938426960e-21	2.700528960124472818e-21
-1.785888672	1.873487361243541995e-21	2.697979018111469616e-21
-1.785827637	1.815097618311647934e-21	2.757491539479314925e-21
-1.785766602	1.789956653989118406e-21	2.753694682465827343e-21
-1.785705566	1.730735835861496034e-21	2.811909754482009236e-21
-1.785644531	1.704763214966365716e-21	2.806840267699527741e-21
-1.785583496	1.644750649229729102e-21	2.863732811557796494e-21
-1.785522461	1.617986099442583233e-21	2.857366178521655295e-21
-1.785461426	1.557221862102964392e-21	2.912912325173922386e-21
-1.785400391	1.529705840980489284e-21	2.905225250595437983e-21
-1.785339355	1.468230719213973825e-21	2.959402363120290820e-21
-1.785278320	1.440004376616587667e-21	2.950372794591186415e-21
-1.785217285	1.377859830937514936e-21	3.003159489338637085e-21
-1.785156250	1.348964970829284996e-21	2.992766637917277662e-21
-1.785095215	1.286193096609558410e-21	3.044142804446832308e-21
-1.785034180	1.256672138353268802e-21	3.032367164089335088e-21
-1.784973145	1.193315626694578926e-21	3.082313984086700513e-21
-1.784912109	1.163211565578951547e-21	3.069137349802285332e-21
-1.784851074	1.099313663733222272e-21	3.117637314605048614e-21
-1.784790039	1.068670031115616046e-21	3.103042799513090644e-21
-1.784729004	1.004274502290942949e-21	3.150079726513545497e-21
-1.784667969	9.731353252079396934e-22	3.134051777615906301e-21
-1.784606934	9.082864079037047224e-22	3.179610825437796315e-21
-1.784545898	8.766961682177174292e-22	3.162135238105325836e-21
-1.784484863	8.114385352212108757e-22	3.206202920581220858e-21
-1.784423828	7.794421282287840331e-22	3.187266851939987659e-21
-1.784362793	7.138208450363977538e-22	3.229831050658133589e-21
-1.784301758	6.814635378885323976e-22	3.209423031560493819e-21
-1.784240723	6.155240208614425292e-22	3.250473007327797172e-21
-1.784179688	5.828514104964774507e-22	3.228582953088975525e-21
-1.784118652	5.166393847016482273e-22	3.268109356038049057e-21
-1.784057617	4.836973554767707612e-22	3.244728575938048188e-21
-1.783996582	4.172588121722059692e-22	3.282723454288759736e-21
-1.783935547	3.840934933435846876e-22	3.257844659717322622e-21
-1.783874512	3.174746472610585591e-22	3.294301467420786972e-21
-1.783813477	2.841323700025803269e-22	3.267918778746259162e-21
-1.783752441	2.173796164192188027e-22	3.302832381573650530e-21
-1.783691406	1.839068708767336622e-22	3.274941333728625362e-21
-1.783630371	1.170667424728324772e-22	3.308308014215557149e-21
-1.783569336	8.351013457491283865e-23	3.278905560921454246e-21
-1.783508301	1.662925820170032703e-23	3.310723021966630299e-21
-1.783447266	-1.696453364294081714e-23	3.279807538673847298e-21
-1.783386230	-8.383948031806316351e-23	3.310074905820205559e-21
-1.783325195	-1.174237486306449902e-22	3.277646191293901750e-21
-1.783264160	-1.842460804973087607e-22	3.306364013597539679e-21
-1.783203125	-2.177741320182363651e-22	3.272423290202526179e-21
-1.783142090	-2.844971999121231508e-22	3.299593539983467363e-21
-1.783081055	-3.179223991138959292e-22	3.264143452652745244e-21
-1.783020020	-3.844996331801544210e-22	3.289769523701116213e-21
-1.782958984	-4.177754455628369620e-22	3.252814137592772075e-21
-1.782897949	-4.841603985754203274e-22	3.276900842134854762e-21
-1.782836914	-5.172404338579927166e-22	3.238445638941458357e-21
-1.782775879	-5.833868244196635518e-22	3.260999203380514088e-21
-1.782714844	-6.162248797421839664e-22	3.221051076299498103e-21
-1.782653809	-6.820866352862628155e-22	3.242079135491016066e-21
-1.782592773	-7.146367381160688546e-22	3.200646382932684058e-21
-1.782531738	-7.801680377397992762e-22	3.220157973224810762e-21
-1.782470703	-8.123844885854683793e-22	3.177250291237525293e-21
-1.782409668	-8.775398057166145356e-22	3.195255842227672139e-21
-1.782348633	-9.093772206099461403e-22	3.150884315553474998e-21
-1.782287598	-9.741113653762464786e-22	3.167395640574380835e-21
-1.782226562	-1.005524718157031961e-21	3.121572732350717616e-21
-1.782165527	-1.069792879270375725e-21	3.136603017517239775e-21
-1.782104492	-1.100737543365569599e-21	3.089342557976015235e-21
-1.782043457	-1.164495330001120787e-21	3.102906350111814756e-21
-1.781982422	-1.194927119945648404e-21	3.054223523652623248e-21
-1.781921387	-1.258130602916711305e-21	3.066336716883420469e-21
-1.781860352	-1.288005815410957991e-21	3.016248048136722422e-21
-1.781799316	-1.350611568091612111e-21	3.026927869312457769e-21
-1.781738281	-1.379887022738591037e-21	2.975451207851564334e-21
-1.781677246	-1.441852161476207362e-21	2.984716200574972752e-21
-1.781616211	-1.470485240890167073e-21	2.931870704387358428e-21
-1.781555176	-1.531767464848330555e-21	2.939740711912414133e-21
-1.781494141	-1.559716154258549176e-21	2.885546829793790561e-21
-1.781433105	-1.620273784939419206e-21	2.892042976781905321e-21
-1.781372070	-1.647496711361561175e-21	2.836522429241394755e-21
-1.781311035	-1.707288731220634557e-21	2.841667102187299618e-21
-1.781250000	-1.733745201933123498e-21	2.784842861505805582e-21
-1.781188965	-1.792731292678253254e-21	2.788659688012325340e-21
-1.781127930	-1.818381332991142448e-21	2.730555956922585946e-21
-1.781066895	-1.876521913130100878e-21	2.733069783994815837e-21
-1.781005859	-1.901326303724310896e-21	2.673711973205462794e-21
-1.780944824	-1.958582565319814421e-21	2.674948844175362251e-21
-1.780883789	-1.982502878719395330e-21	2.614363548943278578e-21
-1.780822754	-2.038836823607390706e-21	2.614350679329591350e-21
-1.780761719	-2.061835459831169611e-21	2.552565654805534472e-21
-1.780700684	-2.117209935070902803e-21	2.551331407283765101e-21
-1.780639648	-2.139250156772459939e-21	2.488375542669742326e-21
-1.780578613	-2.193628889099515141e-21	2.485949400743460008e-21
-1.780517578	-2.214674855770044591e-21	2.421852692652043775e-21
-1.780456543	-2.268022485443455583e-21	2.418265233293343505e-21
-1.780395508	-2.288039286692767591e-21	2.353058758011691464e-21
-1.780334473	-2.340321400641794777e-21	2.348341623401403297e-21
-1.780273438	-2.359275088646100577e-21	2.282057507790429015e-21
-1.780212402	-2.410458252245529223e-21	2.276243376241001036e-21
-1.780151367	-2.428315873736234638e-21	2.208914768136584978e-21
-1.780090332	-2.478367661966061649e-21	2.202037323412278081e-21
-1.780029297	-2.495097288627327273e-21	2.133698361100301900e-21
-1.779968262	-2.543986316640693954e-21	2.125792261262491625e-21
-1.779907227	-2.559557074607351333e-21	2.056478041519000465e-21
-1.779846191	-2.607253026906949635e-21	2.047578887283449692e-21
-1.779785156	-2.621635126042229480e-21	1.977325432628687513e-21
-1.779724121	-2.668108784362188418e-21	1.967469734021411260e-21
-1.779663086	-2.681273545916072761e-21	1.896313959717802267e-21
-1.779602051	-2.726496816751562151e-21	1.885539102145419703e-21
-1.779541016	-2.738416699938858319e-21	1.813518781890479460e-21
-1.779479980	-2.782362640886406699e-21	1.801862991589898870e-21
-1.779418945	-2.793011268569504603e-21	1.729016722245398789e-21
-1.779357910	-2.835654113242640572e-21	1.716519030927252602e-21
-1.779296875	-2.845006296655740687e-21	1.642886196904691694e-21
-1.779235840	-2.886321478916580039e-21	1.629586405438988489e-21
-1.779174805	-2.894353241058044523e-21	1.555207141999948044e-21
-1.779113770	-2.934317417860655036e-21	1.541145783596125819e-21
-1.779052734	-2.941006015942447628e-21	1.466060939636053556e-21
-1.778991699	-2.979597089125528800e-21	1.451279242189311463e-21
-1.778930664	-2.984921035752612252e-21	1.375530342365762768e-21
-1.778869629	-3.022118172764854743e-21	1.360070190259227364e-21
-1.778808594	-3.026057256032841550e-21	1.283699396344663932e-21
-1.778747559	-3.061840909296425456e-21	1.267603291587735523e-21
-1.778686523	-3.064376211705124726e-21	1.190653363447468826e-21
-1.778625488	-3.098728137022626505e-21	1.173964386172771451e-21
-1.778564453	-3.099842053059784352e-21	1.096478641965137448e-21
-1.778503418	-3.132745326654461914e-21	1.079240410559110344e-21
-1.778442383	-3.132421579347546454e-21	1.001262686469263706e-21
-1.778381348	-3.163860613617831292e-21	9.835193170408768563e-22
-1.778320312	-3.162084269757919043e-21	9.050939266837179505e-22
-1.778259277	-3.192044827984009882e-21	8.868899920750073938e-22
-1.778198242	-3.188802312017030946e-21	8.080616852886366999e-22
-1.778137207	-3.217271521738866563e-21	7.894421738169924017e-22
-1.778076172	-3.212550628591052221e-21	7.102560950069583188e-22
-1.778015137	-3.239516993574764193e-21	6.912663686432379532e-22
-1.777954102	-3.233306900101177971e-21	6.117680149655872802e-22
-1.777893066	-3.258760311244942825e-21	5.924537671666068350e-22
-1.777832031	-3.251051586308958236e-21	5.126889462062994756e-22
-1.777770996	-3.274983331167000888e-21	4.930961595724749970e-22
-1.777709961	-3.265767944557227673e-21	4.131109467374697150e-22
-1.777648926	-3.288170715511909311e-21	3.932858503232951346e-22
-1.777587891	-3.277442045560991751e-21	3.131265460560255532e-22
-1.777526855	-3.298309946722715669e-21	2.931155723767260369e-22
-1.777465820	-3.286062786510704779e-21	2.128286591954387834e-22
-1.777404785	-3.305391339432728297e-21	1.926784011498431197e-22
-1.777343750	-3.291621901767064214e-21	1.123105003287940122e-22
-1.777282715	-3.309408049634760432e-21	9.206766789246763200e-23
-1.777221680	-3.294113970629730573e-21	1.166549619488834711e-23
-1.777160645	-3.310356081258906202e-21	-8.623126893862606939e-24
-1.777099609	-3.293536422722028950e-21	-8.901280063469957228e-23
-1.777038574	-3.308234290242785922e-21	-1.093004003938033075e-22
-1.776977539	-3.289889540637832774e-21	-1.896307988133727021e-22
-1.776916504	-3.303044385741577789e-21	-2.098705745370321175e-22
-1.776855469	-3.283176459770462992e-21	-2.900949551481090082e-22
-1.776794434	-3.294790928793453754e-21	-3.102401627838928955e-22
-1.776733398	-3.273403165838427814e-21	-3.903118615343713284e-22
-1.776672363	-3.283481328329534157e-21	-4.103158572099202370e-22
-1.776611328	-3.260578489397668899e-21	-4.901883317743269451e-22
-1.776550293	-3.269125834549781087e-21	-5.100046151136632375e-22
-1.776489258	-3.244714097952338418e-21	-5.896314882256996744e-22
-1.776428223	-3.251737529626666942e-21	-6.092137455301898461e-22
-1.776367188	-3.225824485393561966e-21	-6.885488481552715716e-22
-1.776306152	-3.231332315767207397e-21	-7.078509954947499567e-22
-1.776245117	-3.203926958663047775e-21	-7.868484097051102160e-22
-1.776184082	-3.207928900686746134e-21	-8.058246357236761724e-22
-1.776123047	-3.179041621971622536e-21	-8.844387374422023036e-22
-1.776062012	-3.181548780468124177e-21	-9.030435459330231657e-22
-1.776000977	-3.151191358377320276e-21	-9.812290474016639604e-22
-1.775939941	-3.152216219805619919e-21	-9.994172996426166136e-22
-1.775878906	-3.120401808663792919e-21	-1.077129291509801614e-21
-1.775817871	-3.119958229679430776e-21	-1.094856248181139122e-21
-1.775756836	-3.086701347826261451e-21	-1.172050241308653119e-21
-1.775695801	-3.084804542529089564e-21	-1.189271604124348766e-21
-1.775634766	-3.050121058911404861e-21	-1.265903570998487881e-21
-1.775573730	-3.046787584822185500e-21	-1.282575523886571553e-21
-1.775512695	-3.010694704357057976e-21	-1.358601939595522717e-21
-1.775451660	-3.005942447142607811e-21	-1.374681189448525657e-21
-1.775390625	-2.968458694822118648e-21	-1.450059072184390472e-21
-1.775329590	-2.962306851801601073e-21	-1.465502889093297738e-21
-1.775268555	-2.923452055645204853e-21	-1.540189840178923216e-21
-1.775207520	-2.915921118022953790e-21	-1.554956097280315163e-21
-1.775146484	-2.875716390623890342e-21	-1.628910340552617099e-21
-1.775085449	-2.866828124686086754e-21	-1.642957553080311507e-21
-1.775024414	-2.825295843823879474e-21	-1.716137973913093866e-21
-1.774963379	-2.815073270729706762e-21	-1.729425337922367939e-21
-1.774902344	-2.772237058540670541e-21	-1.801791521461641526e-21
-1.774841309	-2.760704433051384289e-21	-1.814278951664167781e-21
-1.774780273	-2.716589134282733842e-21	-1.885791220456445877e-21
-1.774719238	-2.703771922342191192e-21	-1.897439387580245560e-21
-1.774658203	-2.658403581373330038e-21	-1.968058838532975209e-21
-1.774597168	-2.644328436539608570e-21	-1.978829206012954569e-21
-1.774536133	-2.597734273138035387e-21	-2.048517746600350457e-21
-1.774475098	-2.582429011975296592e-21	-2.058372606311324845e-21
-1.774414062	-2.534637396193397865e-21	-2.127092990119765683e-21
-1.774353027	-2.518130972489629990e-21	-2.135995497531921324e-21
-1.774291992	-2.469171398378966715e-21	-2.203711358958785678e-21
-1.774230957	-2.451493876321405301e-21	-2.211625567462271201e-21
-1.774169922	-2.401396934569399758e-21	-2.278301455572184984e-21
-1.774108887	-2.382579460933149819e-21	-2.285192349901655699e-21
-1.774047852	-2.331376810563170042e-21	-2.350793761471363431e-21
-1.773986816	-2.311451585894966770e-21	-2.356627290354423985e-21
-1.773925781	-2.259175924892509473e-21	-2.421120702095209732e-21
-1.773864746	-2.238176173611528544e-21	-2.425863809942574216e-21
-1.773803711	-2.184861208629190628e-21	-2.489216709689451202e-21
-1.773742676	-2.162821148295986160e-21	-2.492837367387144432e-21
-1.773681641	-2.108501563419491217e-21	-2.555018284447653085e-21
-1.773620605	-2.085456373017548574e-21	-2.557485519225644222e-21
-1.773559570	-2.030167797569500536e-21	-2.618464053731831010e-21
-1.773498535	-2.006153584904956962e-21	-2.619747977985448786e-21
-1.773437500	-1.949932560441731429e-21	-2.679494829263548559e-21
-1.773376465	-1.924986328663428184e-21	-2.679566668436812143e-21
-1.773315430	-1.867870275072309903e-21	-2.738053662339618584e-21
-1.773254395	-1.842029888379062843e-21	-2.736885781755090787e-21
-1.773193359	-1.784057069149595580e-21	-2.794085896977195119e-21
-1.773132324	-1.757361217655914090e-21	-2.791651827583884260e-21
-1.773071289	-1.698570704388418251e-21	-2.847539220850479655e-21
-1.773010254	-1.671058868303615114e-21	-2.843813683889735936e-21
-1.772949219	-1.611490504511492420e-21	-2.898363714168518032e-21
-1.772888184	-1.583202917432933618e-21	-2.893322644844795893e-21
-1.772827148	-1.522897281451007772e-21	-2.946511896262687458e-21
-1.772766113	-1.493874893158632191e-21	-2.940132466055185182e-21
-1.772705078	-1.432873260648287079e-21	-2.991938769896524613e-21
-1.772644043	-1.403157699018419522e-21	-2.984199408045274067e-21
-1.772583008	-1.341502004474881514e-21	-3.034601863408190428e-21
-1.772521973	-1.311135536899363081e-21	-3.025482276879643163e-21
-1.772460938	-1.248868334876163529e-21	-3.074461270240055806e-21
-1.772399902	-1.217893829056301061e-21	-3.063942462785201065e-21
-1.772338867	-1.155058254618984640e-21	-3.111479686395776073e-21
-1.772277832	-1.123519138706430867e-21	-3.099543976317753324e-21
-1.772216797	-1.060158867331448641e-21	-3.145622445233250608e-21
-1.772155762	-1.028099089777067707e-21	-3.132253481849079265e-21
-1.772094727	-9.642582968728569076e-22	-3.176857550013019462e-21
-1.772033691	-9.317222854707904260e-22	-3.162040329020666131e-21
-1.771972656	-8.674456052984049403e-22	-3.205155703794654440e-21
-1.771911621	-8.344782260709253229e-22	-3.188876581287928829e-21
-1.771850586	-7.698107102832508086e-22	-3.230490336984051301e-21
-1.771789551	-7.364572257194410307e-22	-3.212737042176656609e-21
-1.771728516	-6.714443016211983332e-22	-3.252837632103675420e-21
-1.771667480	-6.377503287384461415e-22	-3.233599278956116629e-21
-1.771606445	-5.724377569947227287e-22	-3.272176546345634776e-21
-1.771545410	-5.384492249556109120e-22	-3.251443643743060252e-21
-1.771484375	-4.728830570703640518e-22	-3.288488831325308431e-21
-1.771423340	-4.386461645274930151e-22	-3.266253291947621030e-21
-1.771362305	-3.728727001390324307e-22	-3.301759050240924931e-21
-1.771301270	-3.384338722897375342e-22	-3.278014198258725828e-21
-1.771240234	-2.724996161104617165e-22	-3.311974592475725409e-21
-1.771179199	-2.379054616461732187e-22	-3.286715169858378655e-21
-1.771118164	-1.718570802245694877e-22	-3.319125685614288890e-21
-1.771057129	-1.371543480143279522e-22	-3.292347857087192862e-21
-1.770996094	-7.103862639785633957e-23	-3.323205404743212115e-21
-1.770935059	-3.627416203407289390e-23	-3.294906761461977321e-21
-1.770874023	2.986203967371663058e-23	-3.324209679102648645e-21
-1.770812988	6.464133735497346959e-23	-3.294389241069137724e-21
-1.770751953	1.307511276272264823e-22	-3.322137296242510830e-21
-1.770690918	1.654983501917665509e-22	-3.290795513252459272e-21
-1.770629883	2.315348496075006466e-22	-3.316989903246798511e-21
-1.770568848	2.662031225357128772e-22	-3.284128654618267568e-21
-1.770507812	3.321195073691975070e-22	-3.308772005539991906e-21
-1.770446777	3.666620336243739358e-22	-3.274394598495163131e-21
-1.770385742	4.324115794205773462e-22	-3.297490963003985635e-21
-1.770324707	4.667816830053745955e-22	-3.261602129643648317e-21
-1.770263672	5.323178079593300344e-22	-3.283156983251706168e-21
-1.770202637	5.664689772271321356e-22	-3.245762876303893373e-21
-1.770141602	6.317452854756923005e-22	-3.265783112488811972e-21
-1.770080566	6.656312164154257771e-22	-3.226891299799175384e-21
-1.770019531	7.306015413493027232e-22	-3.245385223694616531e-21
-1.769958496	7.641761805897520133e-22	-3.205004681099029180e-21
